AD2AD	AD2HC	HC2HC	HC2AD 	Accuarcy	Sensitivity	Specifity	Precision	F1 score	AUC
78	0	115	1	99.48453608247422	100.0	99.13793103448276	98.73417721518987	99.36305732484077	0.9956896551724138
78	0	116	0	100.0	100.0	100.0	100.0	100.0	1.0
78	0	116	0	100.0	100.0	100.0	100.0	100.0	1.0
78	0	115	1	99.48453608247422	100.0	99.13793103448276	98.73417721518987	99.36305732484077	0.9956896551724138
78	0	115	1	99.48453608247422	100.0	99.13793103448276	98.73417721518987	99.36305732484077	0.9956896551724138
78	0	116	0	100.0	100.0	100.0	100.0	100.0	1.0
78	0	115	1	99.48453608247422	100.0	99.13793103448276	98.73417721518987	99.36305732484077	0.9956896551724138
78	0	115	1	99.48453608247422	100.0	99.13793103448276	98.73417721518987	99.36305732484077	0.9956896551724138
78	0	116	0	100.0	100.0	100.0	100.0	100.0	1.0
78	0	115	1	99.48453608247422	100.0	99.13793103448276	98.73417721518987	99.36305732484077	0.9956896551724138
78	0	116	0	100.0	100.0	100.0	100.0	100.0	1.0
78	0	115	1	99.48453608247422	100.0	99.13793103448276	98.73417721518987	99.36305732484077	0.9956896551724138
78	0	115	1	99.48453608247422	100.0	99.13793103448276	98.73417721518987	99.36305732484077	0.9956896551724138
78	0	115	1	99.48453608247422	100.0	99.13793103448276	98.73417721518987	99.36305732484077	0.9956896551724138
78	0	116	0	100.0	100.0	100.0	100.0	100.0	1.0
78	0	115	1	99.48453608247422	100.0	99.13793103448276	98.73417721518987	99.36305732484077	0.9956896551724138
78	0	115	1	99.48453608247422	100.0	99.13793103448276	98.73417721518987	99.36305732484077	0.9956896551724138
78	0	116	0	100.0	100.0	100.0	100.0	100.0	1.0
78	0	115	1	99.48453608247422	100.0	99.13793103448276	98.73417721518987	99.36305732484077	0.9956896551724138
78	0	115	1	99.48453608247422	100.0	99.13793103448276	98.73417721518987	99.36305732484077	0.9956896551724138
78	0	116	0	100.0	100.0	100.0	100.0	100.0	1.0
78	0	115	1	99.48453608247422	100.0	99.13793103448276	98.73417721518987	99.36305732484077	0.9956896551724138
78	0	116	0	100.0	100.0	100.0	100.0	100.0	1.0
78	0	115	1	99.48453608247422	100.0	99.13793103448276	98.73417721518987	99.36305732484077	0.9956896551724138
77	1	113	3	97.9381443298969	98.71794871794872	97.41379310344827	96.25	97.46835443037976	0.980658709106985
78	0	116	0	100.0	100.0	100.0	100.0	100.0	1.0
78	0	115	1	99.48453608247422	100.0	99.13793103448276	98.73417721518987	99.36305732484077	0.9956896551724138
78	0	116	0	100.0	100.0	100.0	100.0	100.0	1.0
78	0	116	0	100.0	100.0	100.0	100.0	100.0	1.0
77	1	115	1	98.96907216494846	98.71794871794872	99.13793103448276	98.71794871794872	98.71794871794873	0.9892793987621575
78	0	115	1	99.48453608247422	100.0	99.13793103448276	98.73417721518987	99.36305732484077	0.9956896551724138
78	0	116	0	100.0	100.0	100.0	100.0	100.0	1.0
78	0	116	0	100.0	100.0	100.0	100.0	100.0	1.0
78	0	115	1	99.48453608247422	100.0	99.13793103448276	98.73417721518987	99.36305732484077	0.9956896551724138
78	0	115	1	99.48453608247422	100.0	99.13793103448276	98.73417721518987	99.36305732484077	0.9956896551724138
78	0	116	0	100.0	100.0	100.0	100.0	100.0	1.0
78	0	116	0	100.0	100.0	100.0	100.0	100.0	1.0
78	0	116	0	100.0	100.0	100.0	100.0	100.0	1.0
78	0	115	1	99.48453608247422	100.0	99.13793103448276	98.73417721518987	99.36305732484077	0.9956896551724138
78	0	115	1	99.48453608247422	100.0	99.13793103448276	98.73417721518987	99.36305732484077	0.9956896551724138
78	0	115	1	99.48453608247422	100.0	99.13793103448276	98.73417721518987	99.36305732484077	0.9956896551724138
78	0	115	1	99.48453608247422	100.0	99.13793103448276	98.73417721518987	99.36305732484077	0.9956896551724138
78	0	115	1	99.48453608247422	100.0	99.13793103448276	98.73417721518987	99.36305732484077	0.9956896551724138
78	0	116	0	100.0	100.0	100.0	100.0	100.0	1.0
78	0	116	0	100.0	100.0	100.0	100.0	100.0	1.0
78	0	115	1	99.48453608247422	100.0	99.13793103448276	98.73417721518987	99.36305732484077	0.9956896551724138
78	0	116	0	100.0	100.0	100.0	100.0	100.0	1.0
78	0	115	1	99.48453608247422	100.0	99.13793103448276	98.73417721518987	99.36305732484077	0.9956896551724138
78	0	115	1	99.48453608247422	100.0	99.13793103448276	98.73417721518987	99.36305732484077	0.9956896551724138
77	1	115	1	98.96907216494846	98.71794871794872	99.13793103448276	98.71794871794872	98.71794871794873	0.9892793987621575
